player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Quinton Spain,10110,G,TEN,16,0,31,51.2,100.0,232,55.2,232,62.4,1,100.0,420,420,73.4,100.0,145,34.5,145
Alshon Jeffery,7048,WR,PHI,19,1,24,66.1,100.0,185,44.3,185,67.5,4,100.0,418,418,65.7,100.0,198,47.4,198
James Carpenter,6177,G,NYJ,16,1,22,49.9,100.0,135,32.3,135,60.5,3,100.0,418,418,67.9,100.0,238,56.9,238
Kelvin Beachum,7229,T,NYJ,16,1,22,39.8,100.0,135,32.4,135,51.9,2,100.0,417,417,60.1,100.0,237,56.8,237
Maurkice Pouncey,5543,C,PIT,16,1,25,66.4,100.0,201,48.2,201,68.6,3,100.0,417,417,69.3,100.0,165,39.6,165
Dak Prescott,10769,QB,DAL,16,0,9,60.0,100.0,157,37.8,157,60.0,0,93.5,415,444,60.0,93.0,239,57.6,257
Anthony Castonzo,6174,T,IND,16,0,14,66.6,100.0,98,23.6,98,74.9,0,100.0,415,415,76.2,100.0,290,69.9,290
Jeremy Vujnovich,8928,G,IND,16,0,14,46.1,100.0,98,23.6,98,44.6,0,100.0,415,415,49.5,100.0,290,69.9,290
Garett Bolles,11775,T,DEN,16,0,10,67.4,100.0,190,45.8,190,74.2,2,100.0,415,415,73.7,100.0,181,43.6,181
Spencer Pulley,10998,C,LAC,16,0,27,64.4,100.0,202,48.8,202,53.0,0,100.0,414,414,44.9,100.0,145,35.0,145
Kenny Wiggins,6471,G,LAC,16,0,27,59.7,100.0,203,49.3,203,57.9,1,100.0,412,412,54.8,100.0,140,34.0,140
Charles Leno Jr.,8880,T,CHI,16,0,6,65.1,100.0,90,21.8,90,75.6,1,100.0,412,412,75.7,100.0,294,71.4,294
Rob Gronkowski,5567,TE,NE,17,0,19,71.4,100.0,219,53.4,219,71.0,1,100.0,410,410,62.8,100.0,142,34.6,142
Andrus Peat,9446,G,NO,15,1,20,66.5,100.0,183,44.9,183,63.7,2,100.0,408,408,59.5,100.0,161,39.5,161
Cody Whitehair,10690,C,CHI,16,1,6,69.0,100.0,88,21.6,88,81.4,3,100.0,408,408,83.5,100.0,292,71.6,292
A.Q. Shipley,5150,C,ARZ,16,0,1,56.7,100.0,211,51.8,211,54.3,1,100.0,407,407,45.5,100.0,153,37.6,153
Ryan Schraeder,8496,T,ATL,16,0,2,64.2,100.0,75,18.5,75,64.6,1,100.0,406,406,64.2,100.0,290,71.4,290
Marcus Mariota,9435,QB,TEN,17,0,31,60.0,97.5,238,58.9,244,60.0,0,90.4,404,447,60.0,91.1,144,35.6,158
Daniel Kilgore,6315,C,SF,16,1,28,55.5,100.0,79,19.6,79,64.4,5,100.0,403,403,62.7,100.0,292,72.5,292
Joe Flacco,4332,QB,BLT,16,0,3,60.0,100.0,210,52.1,210,60.1,0,95.7,403,421,60.2,99.4,157,39.0,158
Brandon Fusco,6324,G,SF,16,0,28,70.6,100.0,79,19.8,79,67.0,1,100.0,400,400,66.3,100.0,292,73.0,292
Andrew Whitworth,3000,T,LA,16,0,26,74.6,100.0,126,31.6,126,75.3,2,100.0,399,399,70.2,100.0,236,59.1,236
Ben Roethlisberger,1732,QB,PIT,16,0,25,60.0,100.0,201,50.4,201,60.0,0,95.7,399,417,60.0,99.4,164,41.1,165
Ed Dickson,5595,TE,CAR,17,0,5,53.9,100.0,203,51.5,203,51.6,0,100.0,394,394,55.8,100.0,114,28.9,114
Mitchell Schwartz,7041,T,KC,17,0,16,59.4,100.0,145,36.9,145,65.7,0,100.0,393,393,67.0,100.0,214,54.5,214
Trai Turner,8727,G,CAR,14,0,5,69.9,100.0,206,52.4,206,72.3,1,100.0,393,393,62.6,100.0,117,29.8,117
Joe Haeg,10789,T,IND,16,0,14,52.3,100.0,92,23.5,92,58.9,0,100.0,392,392,61.8,100.0,274,69.9,274
Jared Goff,10635,QB,LA,16,0,26,60.0,100.0,129,33.1,129,60.0,0,95.6,390,408,60.0,98.3,237,60.8,241
DeAndre Hopkins,7808,WR,HST,15,0,13,71.9,100.0,103,26.4,103,65.1,0,100.0,390,390,61.7,100.0,255,65.4,255
Stefen Wisniewski,6200,G,PHI,15,0,24,63.3,100.0,167,43.0,167,70.2,0,100.0,388,388,70.4,100.0,180,46.4,180
Laken Tomlinson,9461,G,SF,15,0,28,71.1,100.0,75,19.4,75,64.5,3,100.0,387,387,63.3,100.0,283,73.1,283
Bobby Massie,7112,T,CHI,15,0,6,57.5,100.0,86,22.3,86,59.6,1,100.0,386,386,61.3,100.0,274,71.0,274
Wesley Johnson,8808,C,NYJ,15,0,22,52.7,100.0,121,31.7,121,52.6,3,100.0,382,382,53.1,100.0,217,56.8,217
Larry Warford,7846,G,NO,16,0,20,71.2,100.0,170,44.6,170,68.5,0,100.0,381,381,63.1,100.0,153,40.2,153
Joe Staley,3644,T,SF,15,0,28,67.2,100.0,73,19.4,73,85.2,0,100.0,377,377,86.1,100.0,275,72.9,275
Tyler Higbee,10744,TE,LA,17,0,26,61.5,100.0,117,31.1,117,66.7,1,100.0,376,376,67.2,100.0,218,58.0,218
Philip Rivers,1725,QB,LAC,16,0,27,60.8,100.0,189,50.3,189,60.5,0,95.9,376,392,60.0,99.3,139,37.0,140
Ramon Foster,5229,G,PIT,15,0,25,52.4,100.0,179,47.7,179,48.3,0,100.0,375,375,50.5,100.0,145,38.7,145
Jacoby Brissett,10725,QB,IND,16,0,14,61.0,97.9,93,24.8,95,60.6,0,94.2,375,398,60.0,98.2,272,72.5,277
Jesse James,9593,TE,PIT,17,0,25,54.2,100.0,177,47.2,177,57.0,1,100.0,375,375,58.6,100.0,144,38.4,144
Nick Martin,10684,C,HST,14,0,13,63.5,100.0,98,26.2,98,60.4,3,100.0,374,374,56.8,100.0,246,65.8,246
Nick Boyle,9604,TE,BLT,15,0,3,71.1,100.0,184,49.2,184,67.0,1,100.0,374,374,59.6,100.0,138,36.9,138
Zach Ertz,7816,TE,PHI,17,0,24,48.1,100.0,155,41.6,155,48.8,2,100.0,373,373,49.2,100.0,168,45.0,168
Kelechi Osemele,7062,G,OAK,16,0,23,60.7,100.0,144,38.7,144,68.6,3,100.0,372,372,71.2,100.0,192,51.6,192
Rodney Hudson,6207,C,OAK,16,0,23,63.3,100.0,144,38.7,144,68.4,1,100.0,372,372,64.4,100.0,192,51.6,192
Russell Bodine,8746,C,CIN,16,0,7,55.7,100.0,161,43.4,161,63.9,1,100.0,371,371,61.3,100.0,167,45.0,167
Clint Boling,6253,G,CIN,16,0,7,54.3,100.0,161,43.4,161,63.6,1,100.0,371,371,63.0,100.0,167,45.0,167
Jonathan Cooper,7788,G,DAL,13,0,9,74.0,100.0,124,33.4,124,66.1,2,100.0,371,371,60.0,100.0,220,59.3,220
Jack Doyle,8520,TE,IND,15,0,14,67.8,100.0,87,23.5,87,66.7,0,100.0,371,371,67.2,100.0,262,70.6,262
Morgan Moses,8701,T,WAS,16,0,32,73.9,100.0,183,49.6,183,66.6,2,100.0,369,369,60.2,100.0,146,39.6,146
Tyrod Taylor,6332,QB,BUF,16,0,4,60.7,97.4,147,39.9,151,60.4,0,88.5,368,416,60.0,93.7,209,56.8,223
Larry Fitzgerald,1724,WR,ARZ,16,1,1,67.7,100.0,199,54.1,199,71.4,2,100.0,368,368,70.5,100.0,142,38.6,142
Eric Fisher,7783,T,KC,16,0,16,53.6,100.0,139,37.8,139,58.4,2,100.0,368,368,63.4,100.0,198,53.8,198
Dion Dawkins,11818,T,BUF,16,0,4,78.6,100.0,152,41.5,152,78.7,1,100.0,366,366,70.6,100.0,176,48.1,176
Cam Newton,6153,QB,CAR,17,0,5,60.5,88.7,220,60.3,248,60.4,0,75.7,365,482,60.0,83.6,122,33.4,146
Eli Manning,1722,QB,NYG,15,0,21,60.0,100.0,198,54.4,198,60.0,0,98.1,364,371,60.0,99.3,149,40.9,150
Graham Glasgow,10729,G,DET,16,0,11,69.4,100.0,135,37.4,135,66.3,2,100.0,361,361,62.7,100.0,191,52.9,191
Brett Jones,10247,C,NYG,15,0,21,65.7,100.0,195,54.0,195,62.3,1,100.0,361,361,58.3,100.0,143,39.6,143
Austin Hooper,10715,TE,ATL,18,0,2,69.7,100.0,82,22.8,82,69.5,2,100.0,360,360,61.5,100.0,241,66.9,241
John Sullivan,4501,C,LA,16,0,26,61.8,100.0,107,29.9,107,66.4,1,100.0,358,358,68.6,100.0,219,61.2,219
Nelson Agholor,9453,WR,PHI,19,0,24,65.3,100.0,161,45.1,161,67.9,0,98.6,357,362,71.4,100.0,174,48.7,174
Kirk Cousins,7102,QB,WAS,16,0,32,60.0,98.4,185,51.8,188,60.0,0,93.5,357,382,60.0,94.1,143,40.1,152
Vladimir Ducasse,5586,G,BUF,13,0,4,62.8,100.0,164,46.1,164,58.3,0,100.0,356,356,56.6,100.0,156,43.8,156
Donovan Smith,9467,T,TB,16,0,30,62.1,100.0,146,41.0,146,57.2,2,100.0,356,356,61.7,100.0,182,51.1,182
Russell Okung,5531,T,LAC,15,0,27,72.1,100.0,168,47.5,168,65.7,1,100.0,354,354,60.8,100.0,129,36.4,129
Germain Ifedi,10665,T,SEA,16,0,29,46.4,100.0,78,22.1,78,46.9,0,100.0,353,353,50.5,100.0,239,67.7,239
Mike Remmers,7431,T,MIN,13,0,18,63.0,100.0,123,34.9,123,66.6,1,100.0,352,352,64.7,100.0,194,55.1,194
Justin Britt,8699,C,SEA,16,0,29,63.7,100.0,77,22.0,77,62.3,1,100.0,350,350,60.0,100.0,238,68.0,238
Corey Linsley,8796,C,GB,16,1,12,58.7,100.0,132,37.9,132,63.7,2,100.0,348,348,69.0,100.0,186,53.4,186
Ereck Flowers,9442,T,NYG,15,0,21,56.3,100.0,188,54.0,188,52.8,0,100.0,348,348,50.7,100.0,140,40.2,140
Bryan Witzmann,8995,G,KC,15,0,16,55.0,100.0,129,37.2,129,55.4,3,100.0,347,347,55.0,100.0,187,53.9,187
Josh Hill,8200,TE,NO,18,0,20,72.5,100.0,155,44.9,155,69.4,1,100.0,345,345,60.9,100.0,133,38.6,133
Matthew Stafford,4924,QB,DET,16,0,11,60.0,100.0,135,39.2,135,60.0,0,96.4,344,357,60.0,99.5,187,54.4,188
Brandon Scherff,9438,G,WAS,14,0,32,76.9,100.0,173,50.4,173,79.1,1,100.0,343,343,67.8,100.0,138,40.2,138
Marqise Lee,8674,WR,JAX,17,0,15,72.3,100.0,110,32.1,110,77.9,1,99.4,343,345,69.3,100.0,221,64.4,221
Michael Thomas,10681,WR,NO,18,2,20,57.4,100.0,153,44.6,153,55.8,3,100.0,343,343,62.6,100.0,146,42.6,146
T.Y. Hilton,7092,WR,IND,16,1,14,60.8,100.0,77,22.5,77,61.1,1,100.0,342,342,61.6,100.0,249,72.8,249
Alex Boone,5372,G,ARZ,13,1,1,61.4,100.0,172,50.4,172,51.7,1,100.0,341,341,44.6,100.0,136,39.9,136
Jonnu Smith,11855,TE,TEN,18,0,31,59.5,100.0,199,58.7,199,55.0,2,100.0,339,339,58.5,100.0,104,30.7,104
Alex Smith,2218,QB,KC,16,0,16,60.2,98.6,137,40.4,139,60.2,0,92.1,339,368,60.0,93.9,186,54.9,198
Dion Sims,7888,TE,CHI,14,0,6,55.6,100.0,72,21.3,72,54.6,0,100.0,338,338,58.2,100.0,245,72.5,245
J.C. Tretter,7904,C,CLV,16,0,8,72.3,100.0,109,32.3,109,60.7,0,100.0,337,337,61.0,100.0,192,57.0,192
Kevin Zeitler,7032,G,CLV,16,0,8,62.9,100.0,109,32.3,109,62.9,2,100.0,337,337,58.6,100.0,192,57.0,192
Joel Bitonio,8670,G,CLV,16,0,8,59.0,100.0,109,32.3,109,62.0,0,100.0,337,337,64.0,100.0,192,57.0,192
Shon Coleman,10710,T,CLV,16,0,8,62.9,100.0,108,32.2,108,57.7,3,100.0,335,335,56.0,100.0,192,57.3,192
Andy Dalton,6187,QB,CIN,16,0,7,60.0,99.3,151,45.1,152,60.0,0,92.8,335,361,60.0,98.2,163,48.7,166
Mike Pouncey,6167,C,MIA,16,1,17,70.2,100.0,120,35.9,120,58.7,6,100.0,334,334,50.8,100.0,190,56.9,190
John Jerry,5598,G,NYG,16,0,21,57.0,100.0,181,54.4,181,59.6,0,100.0,333,333,61.7,100.0,133,39.9,133
Laremy Tunsil,10647,T,MIA,15,0,17,47.0,100.0,117,35.1,117,47.9,1,100.0,333,333,53.0,100.0,192,57.7,192
Max Garcia,9566,G,DEN,16,0,10,56.0,100.0,160,48.0,160,55.5,0,100.0,333,333,60.6,100.0,142,42.6,142
Chris Hubbard,8051,T,PIT,16,0,25,76.1,100.0,153,46.2,153,62.5,1,100.0,331,331,57.6,100.0,137,41.4,137
Derek Carr,8671,QB,OAK,15,0,23,60.0,99.2,132,40.0,133,60.0,0,95.7,330,345,60.0,100.0,176,53.3,176
Antonio Brown,5718,WR,PIT,15,0,25,65.3,100.0,173,52.6,173,60.3,1,100.0,329,329,61.2,100.0,124,37.7,124
Vernon Davis,2951,TE,WAS,16,0,32,47.4,100.0,164,50.0,164,47.8,3,100.0,328,328,53.2,100.0,131,39.9,131
Marvin Jones Jr.,7158,WR,DET,16,1,11,79.9,100.0,126,38.4,126,67.6,2,100.0,328,328,60.1,100.0,178,54.3,178
Tyron Smith,6161,T,DAL,13,0,9,67.4,100.0,120,36.6,120,74.8,3,100.0,328,328,78.4,100.0,187,57.0,187
Zay Jones,11792,WR,BUF,16,0,4,68.9,100.0,125,38.2,125,70.4,0,100.0,327,327,61.5,100.0,179,54.7,179
Marshall Newhouse,5692,T,OAK,14,0,23,67.6,100.0,126,38.7,126,51.0,0,100.0,326,326,44.6,100.0,166,50.9,166
Senio Kelemete,7144,G,NO,17,0,20,62.8,100.0,144,44.3,144,52.8,3,100.0,325,325,44.7,100.0,125,38.5,125
Stefon Diggs,9579,WR,MIN,16,1,18,65.5,100.0,99,30.5,99,63.7,2,97.6,325,333,66.5,100.0,195,60.0,195
Josh Sitton,4449,G,CHI,13,1,6,41.9,100.0,77,23.8,77,73.2,2,100.0,324,324,80.0,100.0,226,69.8,226
Tyler Kroft,9518,TE,CIN,16,0,7,53.2,100.0,141,43.5,141,52.1,1,100.0,324,324,56.6,100.0,141,43.5,141
Nick Easton,9861,G,MIN,12,0,18,67.4,100.0,106,32.8,106,57.0,4,100.0,323,323,49.5,100.0,181,56.0,181
Dez Bryant,5549,WR,DAL,16,0,9,62.3,100.0,107,33.1,107,67.5,0,99.7,323,324,65.9,100.0,198,61.3,198
Brian Winters,7853,G,NYJ,13,0,22,52.4,100.0,99,30.7,99,58.0,2,100.0,322,322,56.2,100.0,185,57.5,185
Eric Decker,5611,WR,TEN,18,0,31,90.1,100.0,175,54.9,175,86.3,1,100.0,319,319,85.9,100.0,126,39.5,126
Mohamed Sanu,7084,WR,ATL,17,0,2,78.4,100.0,61,19.2,61,63.4,1,98.8,318,322,71.0,98.3,234,73.6,238
Torrey Smith,6210,WR,PHI,19,0,24,63.1,100.0,141,44.6,141,50.9,0,100.0,316,316,63.7,100.0,150,47.5,150
Josh McCown,1085,QB,NYJ,13,0,22,60.0,99.0,102,32.4,103,60.0,0,93.5,315,337,60.0,99.5,192,61.0,193
Rashod Hill,11369,T,MIN,11,0,18,48.8,100.0,109,34.6,109,54.4,3,100.0,315,315,55.7,100.0,166,52.7,166
Jared Veldheer,5594,T,ARZ,13,0,1,63.6,100.0,168,53.5,168,60.8,0,100.0,314,314,58.8,100.0,109,34.7,109
J.R. Sweezy,7209,G,TB,14,0,30,51.4,100.0,126,40.1,126,52.8,3,100.0,314,314,55.5,100.0,162,51.6,162
Devin Funchess,9474,WR,CAR,17,0,5,64.3,100.0,157,50.2,157,54.9,0,100.0,313,313,62.4,100.0,105,33.5,105
Carson Wentz,10636,QB,PHI,13,0,24,60.0,99.3,142,45.5,143,60.0,0,91.0,312,343,60.0,95.2,160,51.3,168
Jermaine Gresham,5546,TE,ARZ,14,0,1,62.6,100.0,168,53.8,168,68.8,3,100.0,312,312,74.9,100.0,116,37.2,116
Zach Fulton,8828,C,KC,14,0,16,63.3,100.0,113,36.2,113,55.2,2,100.0,312,312,54.8,100.0,176,56.4,176
Ben Koyack,9662,TE,JAX,19,0,15,61.4,100.0,128,41.0,128,61.9,1,100.0,312,312,62.9,100.0,153,49.0,153
Gabe Jackson,8716,G,OAK,15,1,23,66.1,100.0,125,40.2,125,60.6,3,100.0,311,311,58.8,100.0,154,49.5,154
Jermaine Kearse,7428,WR,NYJ,16,1,22,82.5,100.0,102,32.8,102,64.7,1,100.0,311,311,63.8,100.0,186,59.8,186
Lane Taylor,8365,G,GB,15,0,12,62.4,100.0,122,39.2,122,58.4,0,100.0,311,311,53.2,100.0,160,51.4,160
Sammy Watkins,8639,WR,LA,16,0,26,78.5,100.0,98,31.5,98,78.9,0,100.0,311,311,66.0,100.0,197,63.3,197
Demaryius Thomas,5547,WR,DEN,16,0,10,66.2,100.0,136,43.9,136,76.0,0,100.0,310,310,68.5,100.0,142,45.8,142
Keenan Allen,7857,WR,LAC,16,0,27,75.4,100.0,159,51.3,159,78.6,2,99.4,310,312,71.1,100.0,107,34.5,107
Julio Jones,6158,WR,ATL,18,0,2,64.5,100.0,60,19.4,60,68.9,0,99.4,310,312,62.7,100.0,225,72.6,225
A.J. Green,6156,WR,CIN,16,0,7,72.1,100.0,136,44.0,136,64.7,1,100.0,309,309,59.9,100.0,146,47.2,146
Travis Kelce,7844,TE,KC,16,0,16,54.4,98.2,112,36.4,114,62.5,2,99.4,308,310,62.3,100.0,173,56.2,173
Matt Skura,11102,G,BLT,12,0,3,51.6,100.0,145,47.2,145,48.5,0,100.0,307,307,53.1,100.0,118,38.4,118
John Wetzel,8088,T,ARZ,13,0,1,79.2,100.0,151,49.2,151,69.5,0,100.0,307,307,53.7,100.0,122,39.7,122
Russell Wilson,7077,QB,SEA,16,0,29,60.0,98.7,75,24.4,76,60.0,0,88.2,307,348,60.0,91.6,217,70.7,237
Brandon LaFell,5602,WR,CIN,16,0,7,55.3,100.0,132,43.1,132,55.4,0,100.0,306,306,56.5,100.0,148,48.4,148
Jahri Evans,3053,G,GB,14,0,12,56.5,100.0,112,37.0,112,63.0,0,100.0,303,303,69.7,100.0,165,54.5,165
Virgil Green,6356,TE,DEN,16,0,10,51.1,100.0,139,46.2,139,56.1,1,100.0,301,301,65.9,100.0,135,44.9,135
Jarvis Landry,8698,WR,MIA,16,0,17,59.5,100.0,111,37.1,111,69.2,0,99.7,299,300,71.6,100.0,170,56.9,170
Cooper Kupp,11824,WR,LA,16,0,26,54.3,100.0,95,31.9,95,66.5,1,100.0,298,298,78.7,100.0,188,63.1,188
Donald Penn,3459,T,OAK,14,0,23,74.0,100.0,99,33.2,99,78.9,1,100.0,298,298,73.8,100.0,169,56.7,169
Tyrell Williams,10154,WR,LAC,16,0,27,53.6,100.0,140,47.1,140,54.4,0,100.0,297,297,69.2,100.0,106,35.7,106
Keelan Cole Sr.,51593,WR,JAX,19,0,15,59.9,100.0,103,34.8,103,80.1,1,100.0,296,296,71.2,100.0,180,60.8,180
Nick O'Leary,9627,TE,BUF,16,0,4,53.3,100.0,106,35.8,106,55.0,0,100.0,296,296,55.9,100.0,153,51.7,153
Tyler Larsen,9304,C,CAR,12,0,5,63.0,100.0,155,52.5,155,63.2,0,100.0,295,295,62.6,100.0,83,28.1,83
